      2,814,712  GC Heap bytes
         42,257  GC Heap objects

   Object Bytes     Count  Type
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnApplicationCreating>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Hosting.IMauiInitializeScopedService>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnMauiContextCreated>  [Module(0xb400007cb6925060)]
             32         1  AndroidX.Core.Graphics.Insets  [Module(0xb400007cb6930730)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.TriggerBase>  [Module(0xb400007cb6925060)]
             32         1  Java.Lang.ICharSequenceInvoker  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.Controls.DependencyService.DependencyType>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.LifecycleEventRegistration>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<Microsoft.Extensions.Configuration.IConfigurationSource>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.Controls.ContentPage>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnPostResume>  [Module(0xb400007cb6925060)]
             32         1  Android.Content.PM.ApplicationInfo  [Module(0xb400007cb692d670)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.Behavior>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.Type>  [Module(0xb400007cb6925060)]
             32         1  Google.Android.Material.AppBar.AppBarLayout.LayoutParams  [Module(0xb400007cb6949960)]
             32         1  System.Collections.Generic.List<System.Collections.Generic.KeyValuePair<System.String,System.String>>  [Module(0xb400007cb6925060)]
             32         1  Android.Content.PM.PackageManagerInvoker  [Module(0xb400007cb692d670)]
             32         1  Android.Views.IWindowManagerInvoker  [Module(0xb400007cb692d670)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.Setter>  [Module(0xb400007cb6925060)]
             32         1  Android.Window.IOnBackInvokedDispatcherInvoker  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<System.WeakReference<Microsoft.Extensions.DependencyInjection.ServiceProvider>>  [Module(0xb400007cb6925060)]
             32         1  AndroidX.Activity.Result.Contract.ActivityResultContracts.PickVisualMedia  [Module(0xb400007cb694fae0)]
             32         1  AndroidX.Lifecycle.LifecycleInvoker  [Module(0xb400007cb694e280)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnApplicationCreate>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.Page>  [Module(0xb400007cb6925060)]
             32         1  Android.OS.Looper  [Module(0xb400007cb692d670)]
             32         1  Android.Graphics.Drawables.StateListDrawable  [Module(0xb400007cb692d670)]
             32         1  System.Diagnostics.Tracing.ActivityTracker  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.ToolbarItem>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.WeakReference<System.Diagnostics.Tracing.EventSource>>  [Module(0xb400007cb6925060)]
             32         1  Android.Views.MotionEvent  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<System.Int32>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.IVisualTreeElement>  [Module(0xb400007cb6925060)]
             32         1  Google.Android.Material.Shape.MaterialShapeDrawable  [Module(0xb400007cb6949960)]
             32         1  Android.Content.Res.AssetManager  [Module(0xb400007cb692d670)]
             32         1  Android.Views.WindowInvoker  [Module(0xb400007cb692d670)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnStart>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Hosting.IMauiInitializeService>  [Module(0xb400007cb6925060)]
             32         1  AndroidX.Activity.Result.Contract.ActivityResultContracts.PickMultipleVisualMedia  [Module(0xb400007cb694fae0)]
             32         1  Android.Content.Intent  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.IMenuBarItem>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.WeakReference<System.Object>>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.Window>  [Module(0xb400007cb6925060)]
             32         1  Android.Views.WindowManagerLayoutParams  [Module(0xb400007cb692d670)]
             32         1  Android.Views.Display  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.Controls.NavigationStepRequest>  [Module(0xb400007cb6925060)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Controls.IGestureRecognizer>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.WeakReference<Microsoft.Maui.HotReload.IHotReloadableView>>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.IDisposable>  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Platform.StepperHandlerManager.StepperListener  [Module(0xb400007cb69374e0)]
             32         1  System.SZGenericArrayEnumerator<Microsoft.Maui.Hosting.FontsMauiAppBuilderExtensions.FontsRegistration>  [Module(0xb400007cb6925060)]
             32         1  Android.Util.DisplayMetrics  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<System.Func<System.Diagnostics.Tracing.EventSource>>  [Module(0xb400007cb6925060)]
             32         1  Android.Graphics.Matrix  [Module(0xb400007cb692d670)]
             32         1  System.Collections.Generic.List<Microsoft.Extensions.Configuration.IConfigurationProvider>  [Module(0xb400007cb6925060)]
             32         1  System.Collections.Generic.List<System.Object>  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Hosting.Internal.RegisteredHandlerServiceTypeSet  [Module(0xb400007cb69374e0)]
             32         1  System.Collections.Generic.List<Microsoft.Maui.Platform.ViewEntry>  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Platform.ViewEntry  [Module(0xb400007cb69374e0)]
             32         1  Android.Views.ContextThemeWrapper  [Module(0xb400007cb692d670)]
             32         1  Microsoft.Maui.PlatformDispatcher  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.DependencyService.DependencyData  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.Controls.NavigatingStepRequestList  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnPostResume[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IPicker,Microsoft.Maui.Handlers.IPickerHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IStackNavigationView,Microsoft.Maui.Handlers.INavigationViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.StyleSheets.StyleSheet[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnApplicationCreate[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ILabel,Microsoft.Maui.Handlers.ILabelHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.TriggerBase[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IScrollView,Microsoft.Maui.Handlers.IScrollViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ITabbedView,Microsoft.Maui.Handlers.ITabbedViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.MenuBarItem[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.ApplicationModel.ActivityStateManagerImplementation  [Module(0xb400007cb692fb00)]
             32         1  System.Action[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Hosting.FontDescriptor[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.ToolbarItem[]  [Module(0xb400007cb692a5b0)]
             32         1  System.Collections.Generic.KeyValuePair<System.Int32,Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IButton,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.ContentPage[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ISwitch,Microsoft.Maui.Handlers.ISwitchHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ICheckBox,Microsoft.Maui.Handlers.CheckBoxHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.IWindowOverlayElement[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IElement,Microsoft.Maui.IElementHandler>  [Module(0xb400007cb69374e0)]
             32         1  Android.Views.IMenuItem[]  [Module(0xb400007cb692d670)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IPageHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.IWindow[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IApplication,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IContentViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.Exception[]  [Module(0xb400007cb6925060)]
             32         1  System.Diagnostics.SynchronizedList<System.Diagnostics.ActivitySource>  [Module(0xb400007cb6975c40)]
             32         1  System.Diagnostics.SynchronizedList<System.Diagnostics.ActivityListener>  [Module(0xb400007cb6975c40)]
             32         1  Microsoft.Maui.Controls.StateTriggerBase[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IShapeView,Microsoft.Maui.Handlers.IShapeViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IToolbar,Microsoft.Maui.Handlers.IToolbarHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ISwipeView,Microsoft.Maui.Handlers.ISwipeViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.Diagnostics.ActivityListener[]  [Module(0xb400007cb6975c40)]
             32         1  System.ValueTuple<Microsoft.Maui.Controls.BindableProperty,Microsoft.Maui.Controls.SetterSpecificity>[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IImage,Microsoft.Maui.Handlers.IImageHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.BindableObject.SetValueArgs[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.Graphics.Platform.PlatformCanvasState[]  [Module(0xb400007cb69468a0)]
             32         1  Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnStart[]  [Module(0xb400007cb69374e0)]
             32         1  AndroidX.Navigation.Fragment.FragmentNavigator.Destination[]  [Module(0xb400007cb6969940)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IStepper,Microsoft.Maui.Handlers.IStepperHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.IMenuBarItem[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.BindableObject[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ILayout,Microsoft.Maui.ILayoutHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.WeakReference<Microsoft.Maui.HotReload.IHotReloadableView>[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Hosting.HandlerMauiAppBuilderExtensions.HandlerServiceBuilder  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.WeakList<Microsoft.Maui.HotReload.IHotReloadableView>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IWebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.Behavior[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IFlyoutView,Microsoft.Maui.Handlers.IFlyoutViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.WeakReference<Microsoft.Maui.Controls.Page>[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnMauiContextCreated[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.LifecycleEvents.AndroidLifecycle.OnApplicationCreating[]  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.Controls.Style[]  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IRadioButton,Microsoft.Maui.Handlers.IRadioButtonHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapper<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.Collections.Concurrent.ConcurrentQueue<System.Object>[]  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass0_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.RadioButton,Microsoft.Maui.Handlers.IRadioButtonHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IFlyoutView,Microsoft.Maui.Handlers.IFlyoutViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Extensions.DependencyInjection.ServiceCollection  [Module(0xb400007cb6931f90)]
             32         1  Microsoft.Extensions.Configuration.ConfigurationManager.ConfigurationSources  [Module(0xb400007cb6939970)]
             32         1  Microsoft.Extensions.Configuration.ConfigurationManager.ConfigurationBuilderProperties  [Module(0xb400007cb6939970)]
             32         1  Microsoft.Extensions.Configuration.ReferenceCountedProviders.ActiveReferenceCountedProviders  [Module(0xb400007cb6939970)]
             32         1  Microsoft.Maui.Controls.Platform.AlertManager  [Module(0xb400007cb692a5b0)]
             32         1  System.Collections.Generic.Stack<System.String>  [Module(0xb400007cb693d660)]
             32         1  System.Collections.Generic.Stack<Microsoft.Maui.Graphics.Platform.PlatformCanvasState>  [Module(0xb400007cb693d660)]
             32         1  System.Buffers.Any5SearchValues<System.Char,System.Int16>  [Module(0xb400007cb6925060)]
             32         1  System.Single[]  [Module(0xb400007cb6925060)]
             32         1  System.Version  [Module(0xb400007cb6925060)]
             32         1  Microsoft.Maui.Controls.Button.ButtonContentLayout  [Module(0xb400007cb692a5b0)]
             32         1  Microsoft.Maui.Storage.FileProvider  [Module(0xb400007cb692fb00)]
             32         1  Android.Runtime.JavaList<AndroidX.Fragment.App.Fragment>  [Module(0xb400007cb692d670)]
             32         1  Microsoft.Maui.MauiApplication.ActivityLifecycleCallbacks  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass0_0<Microsoft.Maui.IStepper,Microsoft.Maui.Handlers.IStepperHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IShapeView,Microsoft.Maui.Handlers.IShapeViewHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Application,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.ContentPage,Microsoft.Maui.Handlers.IPageHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.ICheckBox,Microsoft.Maui.Handlers.ICheckBoxHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass0_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.ImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.CommandMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass0_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             32         1  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass1_0<Microsoft.Maui.Controls.Picker,Microsoft.Maui.Handlers.IPickerHandler>  [Module(0xb400007cb69374e0)]
             32         1  System.Collections.Generic.KeyValuePair<System.Int32,System.Diagnostics.Tracing.ManifestBuilder.ChannelInfo>[]  [Module(0xb400007cb6925060)]
             32         1  Android.Runtime.JValue[]  [Module(0xb400007cb692d670)]
             32         1  Android.Views.View[]  [Module(0xb400007cb692d670)]
             32         1  System.Threading.Tasks.Task[]  [Module(0xb400007cb6925060)]
             32         1  System.ValueTuple<System.String,Microsoft.Maui.Controls.ImageSource,System.Boolean>[]  [Module(0xb400007cb6925060)]
             24     4,112  System.String  [Module(0xb400007cb6925060)]
             24       573  System.Double  [Module(0xb400007cb6925060)]
             24       559  System.WeakReference<Java.Interop.IJavaPeerable>  [Module(0xb400007cb6925060)]
             24       436  System.WeakReference<Microsoft.Maui.Controls.BindableObject>  [Module(0xb400007cb6925060)]
             24       287  System.Boolean  [Module(0xb400007cb6925060)]
             24       162  Microsoft.Maui.Controls.SetterSpecificity  [Module(0xb400007cb692a5b0)]
             24       119  System.WeakReference<Microsoft.Maui.Controls.VisualElement>  [Module(0xb400007cb6925060)]
             24       103  System.Collections.ObjectModel.ReadOnlyCollection<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb6925060)]
             24        95  System.WeakReference<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb6925060)]
             24        87  System.WeakReference  [Module(0xb400007cb6925060)]
             24        36  System.WeakReference<System.Object>  [Module(0xb400007cb6925060)]
             24        32  System.Int32  [Module(0xb400007cb6925060)]
             24        30  Microsoft.Maui.Controls.BindablePropertyKey  [Module(0xb400007cb692a5b0)]
             24        17  System.WeakReference<Android.Views.View>  [Module(0xb400007cb6925060)]
             24        17  System.Runtime.CompilerServices.StrongBox<System.Boolean>  [Module(0xb400007cb6925060)]
             24        16  Microsoft.Maui.Controls.ReadOnlyCastingList<Microsoft.Maui.Controls.Page,Microsoft.Maui.Controls.Element>  [Module(0xb400007cb692a5b0)]
             24        15  System.UInt16  [Module(0xb400007cb6925060)]
             24        13  Microsoft.Extensions.DependencyInjection.ServiceProvider.[]c__DisplayClass33_0  [Module(0xb400007cb6951340)]
             24        11  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.TabbedPage,Microsoft.Maui.Handlers.ITabbedViewHandler>  [Module(0xb400007cb69374e0)]
             24        10  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             24         9  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Toolbar,Microsoft.Maui.Handlers.IToolbarHandler>  [Module(0xb400007cb69374e0)]
             24         8  Microsoft.Maui.Controls.LayoutOptions  [Module(0xb400007cb692a5b0)]
             24         8  System.WeakReference<System.Diagnostics.Tracing.EventProvider>  [Module(0xb400007cb6925060)]
             24         7  System.WeakReference<System.Diagnostics.Tracing.EventSource>  [Module(0xb400007cb6925060)]
             24         7  Microsoft.Maui.ApplicationModel.AppTheme  [Module(0xb400007cb692fb00)]
             24         7  System.Buffers.BitmapCharSearchValues  [Module(0xb400007cb6925060)]
             24         7  Microsoft.Extensions.DependencyInjection.ServiceLookup.RuntimeServiceProviderEngine.[]c__DisplayClass4_0  [Module(0xb400007cb6951340)]
             24         7  System.Diagnostics.Tracing.TraceLoggingEventHandleTable  [Module(0xb400007cb6925060)]
             24         7  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             24         6  Microsoft.Maui.TextAlignment  [Module(0xb400007cb69374e0)]
             24         6  Microsoft.Maui.Controls.PlatformConfiguration.AndroidSpecific.ToolbarPlacement  [Module(0xb400007cb692a5b0)]
             24         6  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.ILayout,Microsoft.Maui.ILayoutHandler>  [Module(0xb400007cb69374e0)]
             24         6  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Label,Microsoft.Maui.Handlers.ILabelHandler>  [Module(0xb400007cb69374e0)]
             24         5  System.Text.DecoderReplacementFallback  [Module(0xb400007cb6925060)]
             24         5  System.Text.EncoderReplacementFallback  [Module(0xb400007cb6925060)]
             24         5  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IWebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             24         5  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Button,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             24         5  Microsoft.Maui.Controls.Configuration<Microsoft.Maui.Controls.PlatformConfiguration.Android,Microsoft.Maui.Controls.TabbedPage>  [Module(0xb400007cb692a5b0)]
             24         4  System.Single  [Module(0xb400007cb6925060)]
             24         4  System.WeakReference<Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb6925060)]
             24         4  Microsoft.Maui.Controls.Configuration<Microsoft.Maui.Controls.PlatformConfiguration.Android,Microsoft.Maui.Controls.Button>  [Module(0xb400007cb692a5b0)]
             24         4  Microsoft.Maui.Controls.PointerGestureRecognizer.[]c__DisplayClass65_0  [Module(0xb400007cb692a5b0)]
             24         4  Microsoft.Maui.Handlers.ButtonHandler.ButtonImageSourcePartSetter  [Module(0xb400007cb69374e0)]
             24         4  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.WebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             24         4  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.IApplication,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             24         3  Microsoft.Maui.LifecycleEvents.LifecycleEventRegistration  [Module(0xb400007cb69374e0)]
             24         3  System.Threading.AutoResetEvent  [Module(0xb400007cb6925060)]
             24         3  Microsoft.Extensions.DependencyInjection.ServiceLookup.StackGuard  [Module(0xb400007cb6951340)]
             24         3  Microsoft.Maui.Controls.Stretch  [Module(0xb400007cb692a5b0)]
             24         3  System.Threading.ThreadLocal.FinalizationHelper<Java.Interop.JniEnvironmentInfo>  [Module(0xb400007cb6925060)]
             24         3  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.Entry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             24         3  System.UInt32  [Module(0xb400007cb6925060)]
             24         2  System.Threading.ThreadInt64PersistentCounter.ThreadLocalNodeFinalizationHelper  [Module(0xb400007cb6925060)]
             24         2  System.WeakReference<Microsoft.Maui.Controls.Page>  [Module(0xb400007cb6925060)]
             24         2  System.AttributeUsageAttribute  [Module(0xb400007cb6925060)]
             24         2  Microsoft.Maui.Controls.FontAttributes  [Module(0xb400007cb692a5b0)]
             24         2  Microsoft.Maui.SemanticHeadingLevel  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.Controls.Shapes.PenLineJoin  [Module(0xb400007cb692a5b0)]
             24         2  Microsoft.Maui.Controls.Shapes.PenLineCap  [Module(0xb400007cb692a5b0)]
             24         2  Microsoft.Maui.ReturnType  [Module(0xb400007cb69374e0)]
             24         2  System.WeakReference<AndroidX.Activity.ComponentActivity>  [Module(0xb400007cb6925060)]
             24         2  System.DateTime  [Module(0xb400007cb6925060)]
             24         2  System.ComponentModel.PropertyChangedEventArgs  [Module(0xb400007cb69368b0)]
             24         2  System.Collections.Generic.NonRandomizedStringEqualityComparer.OrdinalComparer  [Module(0xb400007cb6925060)]
             24         2  Microsoft.Maui.CommandMapper.[]c__DisplayClass6_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.Controls.SearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Maui.Hosting.ImageSourcesMauiAppBuilderExtensions.ImageSourceRegistration  [Module(0xb400007cb69374e0)]
             24         2  Microsoft.Extensions.Configuration.Memory.MemoryConfigurationSource  [Module(0xb400007cb6939970)]
             24         2  Microsoft.Maui.PropertyMapperExtensions.[]c__DisplayClass2_0<Microsoft.Maui.IElement,Microsoft.Maui.IElementHandler>  [Module(0xb400007cb69374e0)]
