      2,814,712  GC Heap bytes
         42,257  GC Heap objects

   Object Bytes     Count  Type
             80         1  System.Threading.Tasks.Task<System.Object>  [Module(0xb400007cb6925060)]
             80         1  __XamlGeneratedCode__.__Type9822076328C37B94  [Module(0xb400007cb692e2a0)]
             80         1  Microsoft.Maui.Handlers.WindowHandler  [Module(0xb400007cb69374e0)]
             80         1  System.Collections.Generic.Dictionary<System.Type,Microsoft.Maui.Controls.DependencyService.DependencyData>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Reflection.ConstructorInfo>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.Func<System.Type,System.IntPtr,System.Int32,System.Object>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.Func<System.Type,System.IntPtr,System.Int32,System.Array>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.Func<System.Array,System.IntPtr>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Guid,System.Diagnostics.Tracing.EventSource.OverrideEventProvider>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Diagnostics.Tracing.EventSource.OverrideEventProvider>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.AttributeUsageAttribute>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,Microsoft.Maui.FontWeight>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Reflection.Assembly>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.ComponentModel.TypeConverter>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,Microsoft.Maui.Controls.IValueConverter>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,System.Type[]>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<Microsoft.Maui.HotReload.IHotReloadableView,System.Object[]>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Collections.Generic.List<System.Collections.Generic.KeyValuePair<System.Type,System.Type>>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,Java.Interop.JniPeerMembers>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.IntPtr,Java.Interop.JniRuntime>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.IntPtr>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary.Entry<System.Int32,System.Boolean>[]  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.HashSet.Entry<Android.Views.View>[]  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory.ServiceDescriptorCacheItem>  [Module(0xb400007cb6925060)]
             80         1  Microsoft.Maui.Hosting.MauiAppBuilder  [Module(0xb400007cb69374e0)]
             80         1  System.Collections.Generic.Dictionary<System.Object,System.Object>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.ValueTuple<System.String,System.String,System.Reflection.Assembly>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.ValueTuple<System.String,System.String>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Collections.Generic.List<System.Delegate>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,Microsoft.Maui.Diagnostics.IDiagnosticMetrics>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<Microsoft.Maui.IScrollView,Android.Views.View>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,Microsoft.Extensions.DependencyInjection.ServiceDescriptor>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Int32,System.Boolean>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.WeakReference<Microsoft.Maui.Controls.Window>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Collections.Generic.List<Microsoft.Maui.WeakEventManager.Subscription>>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.IntPtr,System.IDisposable>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Type,Java.Interop.JniValueMarshaler>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.IntPtr,Android.Runtime.IdentityHashTargets>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Globalization.CultureInfo>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.String,System.Globalization.CultureData>  [Module(0xb400007cb6925060)]
             80         1  System.Collections.Generic.Dictionary<System.Int32,System.Diagnostics.Tracing.EventSource.EventMetadata>  [Module(0xb400007cb6925060)]
             64       989  System.Reflection.RuntimeParameterInfo  [Module(0xb400007cb6925060)]
             64       380  System.RuntimeType.TypeCache  [Module(0xb400007cb6925060)]
             64       368  System.Collections.Generic.HashSet<System.String>  [Module(0xb400007cb6925060)]
             64       235  System.Reflection.RuntimeMethodInfo  [Module(0xb400007cb6925060)]
             64       216  System.Reflection.RuntimeConstructorInfo  [Module(0xb400007cb6925060)]
             64        97  Microsoft.Extensions.DependencyInjection.ServiceDescriptor  [Module(0xb400007cb6931f90)]
             64        64  Microsoft.Maui.Controls.Platform.GestureManager  [Module(0xb400007cb692a5b0)]
             64        57  Microsoft.Maui.Controls.VisualStateGroup  [Module(0xb400007cb692a5b0)]
             64        35  System.Collections.Concurrent.ConcurrentDictionary.Node<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey,Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>  [Module(0xb400007cb6952ba0)]
             64        21  System.Reflection.RuntimeModule  [Module(0xb400007cb6925060)]
             64        17  System.Threading.SemaphoreSlim  [Module(0xb400007cb6925060)]
             64         6  Microsoft.Maui.Platform.NavigationRootManager.ElementBasedFragment  [Module(0xb400007cb69374e0)]
             64         5  Microsoft.Maui.Controls.Platform.MultiPageFragmentStateAdapter<Microsoft.Maui.Controls.Page>  [Module(0xb400007cb692a5b0)]
             64         4  System.Threading.Thread.StartHelper  [Module(0xb400007cb6925060)]
             64         4  System.Collections.Generic.HashSet<System.Type>  [Module(0xb400007cb6925060)]
             64         4  Microsoft.Maui.Controls.Platform.DragAndDropGestureHandler  [Module(0xb400007cb692a5b0)]
             64         3  System.Threading.WaitSubsystem.WaitableObject  [Module(0xb400007cb6925060)]
             64         2  System.Collections.Hashtable  [Module(0xb400007cb6925060)]
             64         2  System.Threading.CancellationTokenSource.Registrations  [Module(0xb400007cb6925060)]
             64         1  System.Collections.Generic.HashSet<Android.Views.View>  [Module(0xb400007cb6925060)]
             64         1  System.Collections.Generic.HashSet<Microsoft.Maui.IWindowOverlay>  [Module(0xb400007cb6925060)]
             64         1  System.Collections.Generic.HashSet<Microsoft.Maui.IWindowOverlayElement>  [Module(0xb400007cb6925060)]
             64         1  System.TimeZoneInfo.AndroidTzData  [Module(0xb400007cb6925060)]
             64         1  System.Text.UnicodeEncoding.Decoder  [Module(0xb400007cb6925060)]
             56     1,688  Microsoft.Maui.Controls.BindableObject.BindablePropertyContext  [Module(0xb400007cb692a5b0)]
             56       209  Java.Interop.JniPeerMembers.JniInstanceMethods  [Module(0xb400007cb6922bd0)]
             56       154  System.Reflection.RuntimeMethodBody  [Module(0xb400007cb6925060)]
             56       124  Microsoft.Maui.Controls.VisualState  [Module(0xb400007cb692a5b0)]
             56       119  Microsoft.Maui.Controls.VisualStateGroupList  [Module(0xb400007cb692a5b0)]
             56        80  System.Runtime.CompilerServices.ConditionalWeakTable.Container<Microsoft.Maui.Controls.BindableObject,System.Object>  [Module(0xb400007cb6925060)]
             56        64  System.Collections.Concurrent.ConcurrentDictionary.Node<System.Type,System.ValueTuple<System.Object,System.Func<System.Object,System.Object>>>  [Module(0xb400007cb6952ba0)]
             56        64  System.Reflection.RuntimeFieldInfo  [Module(0xb400007cb6925060)]
             56        30  System.Collections.Concurrent.ConcurrentDictionary.Tables<System.Type,System.ValueTuple<System.Object,System.Func<System.Object,System.Object>>>  [Module(0xb400007cb6952ba0)]
             56        26  System.Collections.Concurrent.ConcurrentDictionary.Node<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,System.Object>  [Module(0xb400007cb6952ba0)]
             56        26  System.Collections.Concurrent.ConcurrentDictionary.Node<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceProvider.ServiceAccessor>  [Module(0xb400007cb6952ba0)]
             56        16  Microsoft.Maui.Controls.NavigationPage.MauiNavigationImpl  [Module(0xb400007cb692a5b0)]
             56        16  Microsoft.Maui.Platform.NavigationViewFragment  [Module(0xb400007cb69374e0)]
             56        15  Microsoft.Maui.Controls.Platform.AdapterItemKey  [Module(0xb400007cb692a5b0)]
             56         7  Microsoft.Maui.Controls.AttachedCollection<Microsoft.Maui.Controls.Behavior>  [Module(0xb400007cb692a5b0)]
             56         7  Microsoft.Maui.Controls.AttachedCollection<Microsoft.Maui.Controls.TriggerBase>  [Module(0xb400007cb692a5b0)]
             56         4  System.Runtime.CompilerServices.ConditionalWeakTable.Container<System.Buffers.SharedArrayPoolThreadLocalArray[],System.Object>  [Module(0xb400007cb6925060)]
             56         4  Microsoft.Maui.Controls.Platform.PointerGestureHandler  [Module(0xb400007cb692a5b0)]
             56         3  Java.Interop.JniEnvironmentInfo  [Module(0xb400007cb6922bd0)]
             56         2  System.Uri  [Module(0xb400007cb693e290)]
             56         2  System.Text.UnicodeEncoding  [Module(0xb400007cb6925060)]
             56         2  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IImage,Microsoft.Maui.Handlers.IImageHandler>  [Module(0xb400007cb69374e0)]
             56         2  System.Text.UTF8Encoding.UTF8EncodingSealed  [Module(0xb400007cb6925060)]
             56         2  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IFlyoutView,Microsoft.Maui.Handlers.IFlyoutViewHandler>  [Module(0xb400007cb69374e0)]
             56         2  System.Collections.Concurrent.ConcurrentDictionary.Node<System.ValueTuple<System.String,Microsoft.Maui.FontWeight,System.Boolean>,Android.Graphics.Typeface>  [Module(0xb400007cb6952ba0)]
             56         2  Android.Views.View.IOnAttachStateChangeListenerImplementor  [Module(0xb400007cb692d670)]
             56         1  System.Diagnostics.ActivitySource  [Module(0xb400007cb6975c40)]
             56         1  System.Globalization.TextInfo  [Module(0xb400007cb6925060)]
             56         1  Microsoft.Maui.Platform.MauiWindowInsetListener  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IPicker,Microsoft.Maui.Handlers.PickerHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IStackNavigationView,Microsoft.Maui.Handlers.INavigationViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ILabel,Microsoft.Maui.Handlers.ILabelHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IScrollView,Microsoft.Maui.Handlers.IScrollViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ITabbedView,Microsoft.Maui.Handlers.ITabbedViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IImageButton,Microsoft.Maui.Handlers.IImageButtonHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IImage,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ITextButton,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IButton,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ISwitch,Microsoft.Maui.Handlers.ISwitchHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ICheckBox,Microsoft.Maui.Handlers.ICheckBoxHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IElement,Microsoft.Maui.IElementHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IPageHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IApplication,Microsoft.Maui.Handlers.ApplicationHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IContentView,Microsoft.Maui.Handlers.IContentViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IShapeView,Microsoft.Maui.Handlers.IShapeViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IToolbar,Microsoft.Maui.Handlers.IToolbarHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ISwipeView,Microsoft.Maui.Handlers.ISwipeViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IStepper,Microsoft.Maui.Handlers.StepperHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ILayout,Microsoft.Maui.ILayoutHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IWebView,Microsoft.Maui.Handlers.IWebViewHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IRadioButton,Microsoft.Maui.Handlers.IRadioButtonHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.PropertyMapper<Microsoft.Maui.IWindow,Microsoft.Maui.Handlers.IWindowHandler>  [Module(0xb400007cb69374e0)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<Microsoft.Maui.Hosting.IMauiHandlersCollection,Microsoft.Maui.Hosting.Internal.RegisteredHandlerServiceTypeSet>  [Module(0xb400007cb6952ba0)]
             56         1  System.Runtime.CompilerServices.ConditionalWeakTable.Container<System.Type,Microsoft.Maui.Controls.ResourceDictionary>  [Module(0xb400007cb6925060)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<System.Type,System.Type>  [Module(0xb400007cb6952ba0)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<Microsoft.Extensions.DependencyInjection.ServiceDescriptor,System.Object>  [Module(0xb400007cb6952ba0)]
             56         1  Microsoft.Extensions.DependencyInjection.ServiceLookup.CallSiteFactory  [Module(0xb400007cb6951340)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,System.Object>  [Module(0xb400007cb6952ba0)]
             56         1  Microsoft.Extensions.Configuration.ConfigurationManager  [Module(0xb400007cb6939970)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCacheKey,Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite>  [Module(0xb400007cb6952ba0)]
             56         1  Microsoft.Maui.FontRegistrar  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.Diagnostics.DiagnosticsManager  [Module(0xb400007cb69374e0)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<System.ValueTuple<System.String,Microsoft.Maui.FontWeight,System.Boolean>,Android.Graphics.Typeface>  [Module(0xb400007cb6952ba0)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceIdentifier,Microsoft.Extensions.DependencyInjection.ServiceProvider.ServiceAccessor>  [Module(0xb400007cb6952ba0)]
             56         1  Microsoft.Maui.Platform.StackNavigationManager.Callbacks  [Module(0xb400007cb69374e0)]
             56         1  Microsoft.Maui.Graphics.ScalingCanvas  [Module(0xb400007cb69468a0)]
             56         1  System.Collections.Concurrent.ConcurrentDictionary.Tables<System.Reflection.MemberInfo,System.ComponentModel.TypeConverter>  [Module(0xb400007cb6952ba0)]
             56         1  System.Runtime.CompilerServices.ConditionalWeakTable.Container<System.Object,Microsoft.Maui.SourceInfo>  [Module(0xb400007cb6925060)]
             56         1  Android.Views.ViewGroup.IOnHierarchyChangeListenerImplementor  [Module(0xb400007cb692d670)]
             56         1  System.LogcatStream  [Module(0xb400007cb698a550)]
             56         1  System.Text.ConsoleEncoding  [Module(0xb400007cb698a550)]
             56         1  System.Runtime.CompilerServices.ConditionalWeakTable.Container<System.Action,Java.Lang.Thread.RunnableImplementor>  [Module(0xb400007cb6925060)]
             48       472  Java.Interop.JniMethodInfo  [Module(0xb400007cb6922bd0)]
             48       170  System.Runtime.Ephemeron[]  [Module(0xb400007cb6925060)]
             48       152  Java.Interop.JniType  [Module(0xb400007cb6922bd0)]
             48       126  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.IGestureRecognizer>  [Module(0xb400007cb69368b0)]
             48       124  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.Setter>  [Module(0xb400007cb69368b0)]
             48       110  System.RuntimeType[]  [Module(0xb400007cb6925060)]
             48       101  System.Action<System.Object,Microsoft.Maui.Controls.Internals.ResourcesChangedEventArgs>[]  [Module(0xb400007cb6925060)]
             48       101  Microsoft.Maui.Thickness  [Module(0xb400007cb69374e0)]
             48        39  AndroidX.Fragment.App.FragmentManagerInvoker  [Module(0xb400007cb6948d30)]
             48        38  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.Element>  [Module(0xb400007cb69368b0)]
             48        37  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.ToolbarItem>  [Module(0xb400007cb69368b0)]
             48        37  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.MenuBarItem>  [Module(0xb400007cb69368b0)]
             48        33  System.Delegate[]  [Module(0xb400007cb6925060)]
             48        29  Microsoft.Maui.MauiContext  [Module(0xb400007cb69374e0)]
             48        28  System.Type[]  [Module(0xb400007cb6925060)]
             48        27  Microsoft.Maui.IPropertyMapper[]  [Module(0xb400007cb69374e0)]
             48        14  System.Collections.Concurrent.ConcurrentDictionary.Node<System.Type,System.Type>  [Module(0xb400007cb6952ba0)]
             48         9  System.Threading.CancellationTokenSource  [Module(0xb400007cb6925060)]
             48         9  Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceCallSite[]  [Module(0xb400007cb6951340)]
             48         8  System.Diagnostics.Tracing.EventProviderImpl  [Module(0xb400007cb6925060)]
             48         7  System.UInt32[]  [Module(0xb400007cb6925060)]
             48         4  Microsoft.Maui.Platform.ImageSourcePartLoader  [Module(0xb400007cb69374e0)]
             48         4  System.Threading.ThreadLocal.LinkedSlot<Java.Interop.JniEnvironmentInfo>  [Module(0xb400007cb6925060)]
             48         4  System.Threading.WaitSubsystem.ThreadWaitInfo.WaitedListNode  [Module(0xb400007cb6925060)]
             48         3  System.Threading.ThreadInt64PersistentCounter.ThreadLocalNode  [Module(0xb400007cb6925060)]
             48         3  System.Random.XoshiroImpl  [Module(0xb400007cb6925060)]
             48         2  Microsoft.Extensions.Primitives.ChangeToken.ChangeTokenRegistration<System.Action>  [Module(0xb400007cb693be00)]
             48         2  System.Globalization.CompareInfo  [Module(0xb400007cb6925060)]
             48         2  Microsoft.Extensions.DependencyInjection.ServiceLookup.ServiceProviderEngineScope  [Module(0xb400007cb6951340)]
             48         2  Microsoft.Extensions.Configuration.IConfigurationProvider[]  [Module(0xb400007cb6938d40)]
             48         2  Microsoft.Maui.Diagnostics.IDiagnosticTagger[]  [Module(0xb400007cb69374e0)]
             48         2  Microsoft.Maui.ApplicationModel.ActivityLifecycleContextListener  [Module(0xb400007cb692fb00)]
             48         1  Microsoft.Maui.FontManager  [Module(0xb400007cb69374e0)]
             48         1  System.Collections.Specialized.NotifyCollectionChangedEventArgs  [Module(0xb400007cb69368b0)]
             48         1  MauiTabbedModalLeakRepro.MainApplication  [Module(0xb400007cb692e2a0)]
             48         1  System.Threading.ThreadPoolWorkQueue.WorkStealingQueue[]  [Module(0xb400007cb6925060)]
             48         1  System.OperatingSystem  [Module(0xb400007cb6925060)]
             48         1  System.Threading.ThreadLocal.IdManager<Java.Interop.JniEnvironmentInfo>  [Module(0xb400007cb6925060)]
             48         1  System.Collections.Concurrent.ConcurrentDictionary.Node<Microsoft.Maui.Hosting.IMauiHandlersCollection,Microsoft.Maui.Hosting.Internal.RegisteredHandlerServiceTypeSet>  [Module(0xb400007cb6952ba0)]
             48         1  MauiTabbedModalLeakRepro.MainActivity  [Module(0xb400007cb692e2a0)]
             48         1  Microsoft.Maui.Hosting.Internal.MauiHandlersFactory  [Module(0xb400007cb69374e0)]
             48         1  Microsoft.Maui.EmbeddedFontLoader  [Module(0xb400007cb69374e0)]
             48         1  Microsoft.Maui.Diagnostics.LayoutDiagnosticMetrics  [Module(0xb400007cb69374e0)]
             48         1  Microsoft.Maui.Controls.HideSoftInputOnTappedChangedManager  [Module(0xb400007cb692a5b0)]
             48         1  Microsoft.Maui.Controls.Window.NavigationImpl  [Module(0xb400007cb692a5b0)]
             48         1  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.IMenuBarItem>  [Module(0xb400007cb69368b0)]
             48         1  System.Collections.ObjectModel.ObservableCollection<Microsoft.Maui.Controls.ResourceDictionary>  [Module(0xb400007cb69368b0)]
             48         1  System.Threading.ThreadInt64PersistentCounter  [Module(0xb400007cb6925060)]
             48         1  Android.Runtime.AndroidValueManager  [Module(0xb400007cb692d670)]
             48         1  AndroidX.Core.Widget.NestedScrollView.IOnScrollChangeListenerImplementor  [Module(0xb400007cb6930730)]
             48         1  System.IO.TextWriter.SyncTextWriter  [Module(0xb400007cb6925060)]
             48         1  System.Text.EncoderNLS  [Module(0xb400007cb6925060)]
             48         1  System.Text.StringBuilder  [Module(0xb400007cb6925060)]
             40     2,861  System.RuntimeType  [Module(0xb400007cb6925060)]
             40     1,688  Microsoft.Maui.Controls.SetterSpecificityList<Microsoft.Maui.Controls.BindingBase>  [Module(0xb400007cb692a5b0)]
             40     1,688  Microsoft.Maui.Controls.SetterSpecificityList<System.Object>  [Module(0xb400007cb692a5b0)]
             40       170  Microsoft.Maui.Controls.Setter  [Module(0xb400007cb692a5b0)]
             40        85  Microsoft.Maui.Controls.Internals.NavigationProxy  [Module(0xb400007cb692a5b0)]
             40        80  System.Runtime.CompilerServices.ConditionalWeakTable<Microsoft.Maui.Controls.BindableObject,System.Object>  [Module(0xb400007cb6925060)]
             40        46  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IView,Microsoft.Maui.IViewHandler>  [Module(0xb400007cb69374e0)]
             40        37  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Label>>  [Module(0xb400007cb6925060)]
             40        37  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.Page>>  [Module(0xb400007cb6925060)]
             40        30  System.Collections.Concurrent.ConcurrentDictionary<System.Type,System.ValueTuple<System.Object,System.Func<System.Object,System.Object>>>  [Module(0xb400007cb6952ba0)]
             40        29  System.Lazy<Microsoft.Maui.IMauiHandlersFactory>  [Module(0xb400007cb6925060)]
             40        29  System.Lazy<Android.Content.Context>  [Module(0xb400007cb6925060)]
             40        23  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IEntry,Microsoft.Maui.Handlers.IEntryHandler>  [Module(0xb400007cb69374e0)]
             40        22  System.Reflection.RuntimeAssembly  [Module(0xb400007cb6925060)]
             40        21  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ISearchBar,Microsoft.Maui.Handlers.ISearchBarHandler>  [Module(0xb400007cb69374e0)]
             40        21  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ILabel,Microsoft.Maui.Handlers.ILabelHandler>  [Module(0xb400007cb69374e0)]
             40        19  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IEditor,Microsoft.Maui.Handlers.IEditorHandler>  [Module(0xb400007cb69374e0)]
             40        19  Android.Views.View.IOnFocusChangeListenerImplementor  [Module(0xb400007cb692d670)]
             40        17  System.Lazy<Android.Views.ScaleGestureDetector>  [Module(0xb400007cb6925060)]
             40        17  System.Lazy<Microsoft.Maui.Controls.Platform.TapAndPanGestureDetector>  [Module(0xb400007cb6925060)]
             40        17  System.Lazy<Microsoft.Maui.Controls.Platform.DragAndDropGestureHandler>  [Module(0xb400007cb6925060)]
             40        17  System.Lazy<Microsoft.Maui.Controls.Platform.PointerGestureHandler>  [Module(0xb400007cb6925060)]
             40        16  AndroidX.Navigation.NavHostController  [Module(0xb400007cb694d650)]
             40        16  System.Lazy<Microsoft.Maui.Controls.PlatformConfigurationRegistry<Microsoft.Maui.Controls.NavigationPage>>  [Module(0xb400007cb6925060)]
             40        16  Microsoft.Maui.Platform.MauiNavHostFragment  [Module(0xb400007cb69374e0)]
             40        16  System.Lazy<Microsoft.Maui.Controls.ReadOnlyCastingList<Microsoft.Maui.Controls.Page,Microsoft.Maui.Controls.Element>>  [Module(0xb400007cb6925060)]
             40        13  System.Threading.Lock  [Module(0xb400007cb6925060)]
             40        12  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IShapeView,Microsoft.Maui.Handlers.IShapeViewHandler>  [Module(0xb400007cb69374e0)]
             40        12  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IPicker,Microsoft.Maui.Handlers.PickerHandler>  [Module(0xb400007cb69374e0)]
             40        11  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.IButton,Microsoft.Maui.Handlers.IButtonHandler>  [Module(0xb400007cb69374e0)]
             40        11  Microsoft.Maui.PropertyMapper.[]c__DisplayClass5_0<Microsoft.Maui.ITabbedView,Microsoft.Maui.Handlers.ITabbedViewHandler>  [Module(0xb400007cb69374e0)]
